frame,x,y,z,roll,pitch,yaw
55,-3.4174074529871556,0.2301316602613789,37.54158930089902,-0.012983281434786427,-0.11119293351570432,0.02533785186310549
56,-3.495996532898015,0.23396436617453298,38.18192705142546,-0.014176032470056376,-0.11321154073549247,0.02460204809661644
57,-3.5742476866812884,0.24023011783120343,38.826219966080586,-0.013260716778179686,-0.11553081333513926,0.02382349776363525
58,-3.652315586464512,0.246962643816081,39.45807841365679,-0.010557965254717154,-0.11750708035353533,0.024761363885921955
59,-3.728456977396837,0.2547184106969844,40.08946821967236,-0.007540309691577081,-0.11983134083051002,0.026110108525797822
60,-3.806123243329302,0.2601832171658254,40.71943470997019,-0.00690875355439741,-0.12182301997966449,0.028080947392145977
61,-3.879642188022655,0.2686865829236983,41.36854640397342,-0.006165787335969341,-0.12391833343962635,0.02982355022428205
62,-3.9530284219041,0.27694167104333717,42.02205126512386,-0.005090423501680658,-0.12682208964295552,0.031944025940856054
63,-4.031511827186251,0.28057342319315554,42.66668562901913,-0.0033429965382031526,-0.13013488662049114,0.0332648803034464
64,-4.115260277894173,0.2822367854319443,43.31912928593204,-0.0017193330299237403,-0.13373323395107886,0.03462044024088912
65,-4.19755206457119,0.28838589753805066,43.97488959673514,-0.0010456164153972295,-0.13752180980588677,0.035482983265506064
66,-4.286629387272156,0.2973013930342374,44.64137216569164,-0.0029061425168175527,-0.14101854654027313,0.0350962855525391
67,-4.387793864977634,0.2994167742277836,45.2953877001922,-0.005022164992193116,-0.14422849989406397,0.032175981826088225
68,-4.491983783618089,0.3006787125488368,45.95038315562186,-0.007711286828081951,-0.14732184485000438,0.03026608892642986
69,-4.595426423532276,0.30312933573488077,46.606814982128206,-0.010603557317814087,-0.15056932157160713,0.030055602653289396
70,-4.699945433115345,0.3096853571203694,47.270235653680494,-0.010863971317656285,-0.15382957838955233,0.030614398229451
71,-4.80919785673603,0.3168570602035143,47.93725406448278,-0.010945681265144589,-0.15657351728182306,0.030489848131102337
72,-4.922216043879829,0.32256729075822754,48.616805075920524,-0.009609167518160051,-0.15959587128928518,0.028488449976655436
73,-5.040963223012953,0.32881598965853903,49.294235530127295,-0.008797064670186391,-0.1623400926171707,0.02644193540269028
74,-5.157940915553887,0.33654904716095124,49.98375282730694,-0.008117479381688032,-0.1649822954260504,0.028037716824567155
75,-5.273798211999982,0.3428664898758903,50.679030977428326,-0.007276805701247697,-0.16726097423676312,0.030274149768555633
76,-5.392629279874746,0.3496536972710179,51.395055294746925,-0.006412137496409216,-0.1693330104622876,0.03150923414714074
77,-5.520952895850232,0.3596187130069499,52.13117850096625,-0.005351856529341884,-0.17157041813631685,0.029908927980499645
78,-5.650684565580613,0.3640954657796593,52.8562167075456,-0.003474208787694713,-0.1734936405860651,0.028527417711382803
79,-5.778194377521091,0.37062920208755534,53.60188313448543,-0.003232905541821513,-0.17513540995790916,0.028657521199437035
80,-5.912952883123791,0.3746043406255922,54.34274933867292,-0.003915851436206863,-0.17616414344746203,0.029470024698579476
81,-6.054632457693697,0.37959270484126667,55.10247538441917,-0.0048316356603223245,-0.17660446082884612,0.029809312704807564
82,-6.195940407965288,0.38322258996984615,55.86683236866107,-0.006384144928803158,-0.17670942071509937,0.02926662150533151
83,-6.335292113639079,0.3879021017157603,56.63575631580015,-0.007048440497165634,-0.17682944695894814,0.027252674923139847
84,-6.471182490576017,0.3928420460821119,57.40947913519087,-0.007260519378503105,-0.17614482109986904,0.028397019156060205
85,-6.608230185100798,0.3971111666832155,58.192816629493706,-0.007699158287889739,-0.17571833388272154,0.029870863293481913
86,-6.74390875962007,0.4011459003928398,58.977468595373566,-0.007713949624219223,-0.17501616749564652,0.033315160058545484
87,-6.88295159983663,0.40502102757998654,59.762437824524795,-0.0074201537653804895,-0.17472423541806612,0.032680160736996394
88,-7.024942188414602,0.4084015009545083,60.54456166002226,-0.005949533241267254,-0.17421833170903256,0.031453628169447426
89,-7.158657477002739,0.413564029571271,61.33420704254671,-0.007245254135645311,-0.17404945106267672,0.0332263625209234
90,-7.293824086705127,0.4199282868502703,62.13329429080175,-0.010404039375897886,-0.17419720685439835,0.03497391519748056
91,-7.433061875863647,0.42401798173396765,62.92269322447811,-0.013424526265726329,-0.17416258757091507,0.034966429072361103
92,-7.574141852099469,0.42793877378413275,63.702598230175205,-0.014099504543704231,-0.17510106213470603,0.03479541753113962
93,-7.713540469966909,0.43591879490147156,64.4816303323841,-0.01353231559543423,-0.1767779460015694,0.03507007096535219
94,-7.857075616718316,0.4433371037623005,65.26409740383819,-0.013321511007119128,-0.17823907510060413,0.03668992769169883
95,-8.001305165281718,0.4512099309662441,66.04418393974406,-0.01530377034448072,-0.18047846499300832,0.03737470444055357
96,-8.147157668377794,0.45892317615336503,66.81932989207343,-0.017034354997915332,-0.1824197084728287,0.038018323765121216
97,-8.298704504550791,0.4648041631214771,67.59421927625914,-0.01721580523325898,-0.18459514918887585,0.037276194594534066
98,-8.4413164550829,0.4726511604432188,68.35787454150359,-0.017722153890162854,-0.18644456773480106,0.03908995696618719
99,-8.591687025718866,0.48300546764141944,69.12337625123617,-0.015168157860285466,-0.18880303005849516,0.037792653400908156
100,-8.746719510799254,0.48725510321602766,69.88024950163154,-0.012124978096278886,-0.19116766947663105,0.032925312781871295
101,-8.891918641081125,0.49215525734907617,70.6342549437845,-0.00970003487322033,-0.19282946804024703,0.03697320697528337
102,-9.040321131234583,0.5003272911223848,71.38961245649162,-0.008597935454539333,-0.1951621583929095,0.037180124114430814
103,-9.19498349253718,0.5043081945098559,72.14608169985897,-0.009922821588389806,-0.19489496289043948,0.036451603454492665
104,-9.355562599571497,0.5124018467004403,72.91906869013098,-0.013674710039787435,-0.19675984983906825,0.03606741086160179
105,-9.503696696934641,0.5176520068379954,73.66598282274407,-0.015245017365844615,-0.1988506865703181,0.03780233692289146
106,-9.658043556940553,0.5246751964339089,74.40957295272146,-0.015417316999256681,-0.20016653082264807,0.03687323326139365
107,-9.808035999978758,0.5297866840010764,75.14912156310045,-0.013741298224239527,-0.2010901828412551,0.03687451063079654
108,-9.965378465066992,0.538642298444403,75.88545193289124,-0.013134649039937406,-0.2017229574728452,0.03423419813866225
109,-10.153145710319905,0.5547198059997529,76.66610286298594,-0.011611756054468032,-0.20097986000591514,0.02983508774707356
110,-10.331300320694321,0.5699240780632586,77.4267372335218,-0.01293158767718328,-0.19939037801095186,0.0253232046191712
111,-10.489490278904997,0.576857439034003,78.158028659747,-0.015161861642336105,-0.19750836654155468,0.02342262876531466
112,-10.63960955284511,0.5881135503302234,78.8830661098823,-0.018925291442862063,-0.1946526824116471,0.02249472132142005
113,-10.784437116606039,0.5948490815867107,79.58860480762024,-0.021221722285812077,-0.18979845758664735,0.019968689111542093
114,-10.93351583239581,0.6056348806723021,80.31316893489993,-0.021629178905774787,-0.18349067058334198,0.019195135894527853
115,-11.070443662648222,0.6228180633409375,81.01939245084152,-0.020312926100286375,-0.17702234703382785,0.019117059406664014
116,-11.19567131756055,0.6339568193755398,81.71790688202424,-0.016474905810832247,-0.1692110961793872,0.020839834327203356
117,-11.298688759595672,0.6395302404407963,82.39589862572649,-0.010806357733535376,-0.16062333208629526,0.022288494594036905
118,-11.410167597769194,0.6472759675485866,83.07480005719101,-0.005096072804809715,-0.15074741697044916,0.02043428373593893
119,-11.52299480394946,0.6564771780826569,83.76159757306233,-0.0015797654578911106,-0.13807790863997674,0.01795991846397086
120,-11.602184809659795,0.6619336850363379,84.41180396193153,-0.0034316572555947757,-0.12415486035627615,0.01917549716086106
121,-11.672931741964899,0.6652623581093987,85.07185005448895,-0.0084495557339157,-0.11073556284593672,0.023635487175458374
122,-11.745352164258708,0.6709860928615472,85.73394152762549,-0.01224696319545053,-0.09534504714818043,0.025306927653957586
123,-11.802315286951139,0.6744507631273396,86.37565705544348,-0.013699688107689512,-0.07958780108004461,0.023780558620679938
124,-11.840825574936144,0.6810596432148641,86.99877219273024,-0.013253934055083037,-0.06322207207574233,0.021617367599452035
125,-11.863861246367806,0.6866336669579371,87.61461246782464,-0.010336176897312395,-0.04439807780271572,0.020070708434098444
126,-11.868697112088698,0.6847102915894281,88.26396530269619,-0.007823464296622805,-0.022812254240507472,0.018919469243220154
127,-11.869695987758371,0.6901720146328852,88.88633848191888,-0.006017705147089964,0.0019049340265439238,0.01695899518251118
128,-11.853813073871942,0.6909670847703008,89.5066297104439,-0.005610503576917653,0.030160780130102562,0.01391665127984418
129,-11.810774333959296,0.6951477703249661,90.11984078101305,-0.004893495993189057,0.06107553399989148,0.011813775255092761
130,-11.742135829562358,0.700789625283388,90.73621128239189,-0.0057102504867583516,0.09366774510441081,0.010546512012799913
131,-11.656376231106286,0.7047979362140013,91.3401116699805,-0.0073433491795522115,0.1277206036118606,0.009704641957703876
132,-11.541481468066333,0.7084113472035829,91.94531653919577,-0.0076756473672827934,0.16218142992842682,0.009783212941081742
133,-11.412232922341797,0.7150311697514822,92.53776783537081,-0.007250501599183489,0.19731863735217,0.01152866795577231
134,-11.26205742315696,0.720065718343317,93.1154144065128,-0.007409201193511266,0.23282794653156766,0.011861310131769236
135,-11.09072334951353,0.7255199089336914,93.69325594696285,-0.006943559424384911,0.26948353513586465,0.01035429363252384
136,-10.901956048776094,0.7345608330634406,94.2572307446429,-0.006279600860426434,0.3064459926422335,0.00781928519991894
137,-10.689689298312956,0.7429118283701791,94.81437243541578,-0.004932823808081195,0.34365017313507085,0.007868723629468145
138,-10.449643383836463,0.7512137254941458,95.37304682373457,-0.004035167062813428,0.38106888418564433,0.009369775801245529
139,-10.187800613074124,0.7576579719431675,95.91315583919739,-0.003049367574177754,0.41903674075513175,0.011452641514241852
140,-9.904510533988054,0.7651279645226557,96.44711739573097,-0.002389828576977524,0.45738462834573945,0.01131500029212831
141,-9.599500647662794,0.773209450722674,96.99149082503669,-0.0014620984129487483,0.49619171589542727,0.009919256412403155
142,-9.269949350280015,0.7816496981655338,97.53106184643151,0.00030726067495988015,0.5351255341959853,0.00974715008684561
143,-8.911096745988742,0.7893854185367277,98.04649643306854,0.003656130661979601,0.5740445733978929,0.013139990071907559
144,-8.529784407374152,0.7978080365608307,98.5528568039619,0.007777810684876838,0.6131344157966065,0.016457264777029263
145,-8.12805336248078,0.8056612607991722,99.05454889547455,0.01030522617290418,0.6520655200443898,0.0172952564679272
146,-7.70801431249776,0.811170748772248,99.54014354584763,0.010486420930961807,0.6910336568602352,0.018082199933998098
147,-7.263229642162987,0.8191857502155133,100.01620120236487,0.010455724571665492,0.7291646163223745,0.018979795558796936
148,-6.794345099163806,0.8273814655745897,100.48200098367141,0.014329893872125436,0.7665919976264451,0.02411314613564358
149,-6.308240694286468,0.8311937585939838,100.93338093075715,0.017630999808765965,0.8038187737960888,0.027981425210746945
150,-5.804453515321555,0.8345819143458671,101.37129541757021,0.02235048014515076,0.8395623670122391,0.030386265190627162
151,-5.290224882372156,0.8385369509090174,101.79445816593157,0.02800831037576844,0.8723579624644631,0.031710611225169376
152,-4.742486313796592,0.8469501273939074,102.23061801299062,0.03579068599234152,0.9015139728581617,0.03468886914968619
153,-4.193412416453029,0.8481976877783798,102.62947913971558,0.04475959643180179,0.9261457871441371,0.04015461819481036
154,-3.628068643465515,0.8476841950058469,103.02028741551115,0.05135804760013263,0.94623599350053,0.046838089911730905
155,-3.0485602300193504,0.845555485584403,103.41238319539984,0.05167744289859593,0.9626439114825842,0.049663683561597866
156,-2.460363275871072,0.8420353037319548,103.80889970417385,0.04695108062995025,0.97593749641114,0.04700956628103225
157,-1.8585939111490422,0.8397324123457255,104.201480722245,0.04253261573643067,0.9860289313164795,0.04590005553463015
158,-1.2487959203922354,0.8406097864386849,104.59936448616946,0.03994447028307136,0.9938189785249344,0.04319552805675044
159,-0.630000865678252,0.8437128001421093,105.00382585222238,0.0399332499245267,0.9996005504650248,0.042073365343430126
160,0.013790236730039651,0.847350783627584,105.40033370666295,0.04317765224004825,1.0027865159053437,0.0455158256917251
161,0.6525494249063495,0.8496533352991806,105.8011644477514,0.04646500863776329,1.0049699081435959,0.04772863645998342
162,1.313284121754763,0.8514938490956067,106.21336599021306,0.04940124983386429,1.0065928079899815,0.051130368568377965
163,1.9680218613205098,0.8526873752808601,106.63047617938858,0.04787166271181716,1.0079693152124565,0.04979199524660172
164,2.6283582318621024,0.8522926881864784,107.04792678258535,0.048358185641662686,1.0092100780215185,0.04935470303984953
165,3.2961869755187134,0.8525753995998672,107.4669917190594,0.04808003185278694,1.0102601359514463,0.048869683187947675
166,3.9766930037331054,0.8531053344335883,107.89572078380145,0.04996579485702367,1.0116051466148839,0.05001587667887095
167,4.66982587803369,0.8541967869419878,108.32958366502051,0.050420747602281824,1.0129012003014055,0.04994309884747061
168,5.383101426673164,0.8598819987212268,108.79100067122972,0.05103055346541333,1.0147492701611271,0.050629793505482495
169,6.0909755398676735,0.8596283506986945,109.22742013453733,0.04976870125492744,1.0157132025270155,0.049672092570338396
170,6.803056412583783,0.8589897386348174,109.66766723781294,0.048068245946263584,1.0168554683946116,0.0497081597319429
171,7.516971611825814,0.8599632783032799,110.10835413866732,0.04652712435305261,1.01837899730896,0.05101396326007611
172,8.243378015794683,0.8625237715744112,110.56377040475687,0.044131284649887144,1.0203115671011247,0.050996695394434195
173,8.957691343642724,0.8641823185558852,110.99690503960764,0.04403204961412458,1.023003770225209,0.052730531553120706
174,9.670687907037811,0.8673323682120994,111.43060323107981,0.04329781567386784,1.0255591395382637,0.05208085227308111
175,10.391976795443282,0.8713422421440609,111.87085940377638,0.04326859132520932,1.0283335211311901,0.05215674641086573
176,11.10179719264404,0.8739857497063969,112.29507577856629,0.043351137450627845,1.0307857071017579,0.05226686375228195
177,11.810879188290542,0.8738776049513097,112.71499368024914,0.04376319455763245,1.0335226874485728,0.05240662859688422
178,12.52166171117811,0.874404936226316,113.13325196232192,0.0443215641220401,1.036766423606551,0.05209332126083753
179,13.237558031991359,0.8783703071650868,113.56952753204868,0.04260996641227303,1.0409027487648688,0.04950704961639247
180,13.956114671296575,0.8797874534611325,113.98240626442954,0.04103289718713389,1.044963230816303,0.046933480769814656
181,14.6626421544998,0.8796022573168458,114.39333741920068,0.0404579467091683,1.0493211510391323,0.04527755589220737
182,15.362810718141331,0.8794063196484195,114.7880347969402,0.04169606699868869,1.053306085452301,0.045389502479753055
183,16.061291685692925,0.8790742117760992,115.17996029606951,0.042077260670470205,1.0576891707737857,0.04595350137742729
184,16.766338144013602,0.8804054645298497,115.56712211717755,0.042469984092008875,1.0618179590498997,0.04854218343071068
185,17.491001918076826,0.8866669401948273,115.9719232282184,0.04001773634704617,1.0666099738455084,0.04917716132313778
186,18.20056687517074,0.8914096414535078,116.3691744289672,0.036584868430599576,1.0713334780677932,0.04694456075939518
187,18.9058240786383,0.895093955047039,116.77274651316488,0.03512601706444754,1.0769910600489687,0.04325071705748964
188,19.62141064527248,0.9041144118192507,117.15022623809098,0.03714889145887421,1.0826525689380466,0.04313824770820036
189,20.317321335106453,0.9094272868829394,117.50380777152141,0.03996445113428153,1.088065411723208,0.04559396637650457
190,21.013022034474115,0.9135623396149124,117.8525022849755,0.03967123075454994,1.0941373265922567,0.04724544059297364
191,21.731606089517303,0.9214048816006215,118.20550091141564,0.036352274798631755,1.0997786911331675,0.045335477631752996
192,22.461805335444733,0.9345883089821228,118.57503714953006,0.03568479944628194,1.1060441184585592,0.04471989626323397
193,23.19956484751874,0.9524794316204049,118.9307208261956,0.03945968008377338,1.112034303253502,0.04721380074708663
194,23.934256035926587,0.9615424556386006,119.2780088780734,0.04524947252553759,1.1184868929663214,0.051134724476973245
195,24.6618549811868,0.9687210559997724,119.60419527299442,0.047674258979465825,1.1257753114816258,0.05158296383766593
196,25.364437435923175,0.9728175195307119,119.92725320661786,0.0471561228353576,1.1350539988185009,0.04938794132433687
197,26.073803278352,0.9758840168875978,120.24010066021614,0.048387986188959634,1.1455192222095893,0.04998652245080052
198,26.791237542810087,0.9782076086607797,120.54295446494544,0.048293507891406066,1.1571606979212539,0.05085368408441429
199,27.56444190822101,0.9705574300835326,120.84559999186745,0.04905458860468145,1.169398805917515,0.05228872198708891
200,28.329555619841955,0.975745959091587,121.1517668720905,0.05183954240583057,1.1832151459974338,0.05516882963817107
201,29.099253591819927,0.9835703969968096,121.44467573358864,0.05016544884213027,1.1977098345112895,0.05333339571759229
202,29.899257988429717,0.9969449080010497,121.70880039634169,0.05307807892422693,1.2128337612916864,0.05512702510610225
203,30.677518535570776,0.9997619916293067,121.98210961850359,0.052200804417642854,1.2290170999359555,0.05292606971475567
204,31.459696724052346,1.0001135995598371,122.23760215721789,0.05568700153563466,1.2456761293252931,0.05451158283740526
205,32.2266623979517,1.0018832287731292,122.46823044060709,0.0600090413713483,1.2620499140213772,0.0562094982020806
206,33.00246200091944,1.0003060807243909,122.68764303416918,0.06554033080052443,1.2783895337745872,0.05778218444166539
207,33.76502910919868,0.9964706681230554,122.89614248801172,0.06908521606460802,1.295178615990654,0.058047830737228155
208,34.58869410670602,0.9996899144238549,123.08546709917599,0.07668478578243391,1.31105492002992,0.062996603950616
209,35.37736497963267,0.9926189009653693,123.27547707305598,0.08128882231467587,1.3262206126348086,0.06960139243572946
210,36.17811193722747,0.9873994270556479,123.45200956397579,0.08533373510010171,1.3393775764275788,0.07687244595881287
211,37.019703597856235,0.985073672585776,123.60831022432143,0.09504939615154875,1.3495937355700107,0.08978427149464521
212,37.827072433238854,0.98153593906853,123.76451957958497,0.11234601051592688,1.3581125233502938,0.10779326960121188
213,38.60538107281802,0.977383250833942,123.9205982403545,0.11884886018625958,1.3658897465739381,0.11265300010864816
214,39.39437186076756,0.9724674262308124,124.07560759613115,0.12820477949673958,1.3733744687345728,0.11915312536747999
215,40.191982723982484,0.9665069529177499,124.21771272896494,0.13481407965427486,1.3789526560953955,0.12281227971702123
216,40.99547791345507,0.9588459495756843,124.3619062821285,0.14805608944308613,1.3837873980963629,0.13447680107741822
217,41.80400258892736,0.9517009435274135,124.50878323670992,0.15633931816646243,1.387229001283403,0.14316695266444374
218,42.615541038723705,0.9452986654474557,124.65783647430464,0.152546378328497,1.389326258900161,0.14133752203669622
219,43.43363922799709,0.9357836028028441,124.80319166772334,0.1470124209538959,1.390671910598962,0.13802310382352267
220,44.24686230996302,0.9276667146506086,124.94651386795152,0.14333938307816577,1.39119184247743,0.1356043252852109
221,45.070672813085444,0.9221573538000637,125.08588596386865,0.1454394306459388,1.390625352263769,0.13704692872239432
222,45.89441181810209,0.920501332884058,125.22581624722659,0.14506654498824534,1.3892512766660419,0.1354486918221128
223,46.74892612561568,0.9254169574010102,125.35975201401668,0.1462476150720549,1.3874932720567135,0.13541967541289207
224,47.59468840624431,0.9207995149422248,125.50151054266189,0.14335867732510404,1.385901861064158,0.1320759389551244
225,48.45147112461004,0.9155623763962881,125.63873499382763,0.14550416055543577,1.3838751488415204,0.1340712424776974
226,49.27642922017901,0.9096530467496097,125.78419883948065,0.14833438155046877,1.381535203731061,0.13707336712646812
227,50.12626314165225,0.9106647000672935,125.92559425139981,0.14373928307590736,1.3789029173447318,0.13214893025400185
228,50.963915000991896,0.904771815063797,126.0756865563819,0.14856402723083356,1.3765808049190515,0.13734441190258273
229,51.77307391188812,0.8949926063830475,126.22566310100972,0.1533916147177417,1.3738692231384737,0.14314230261376665
230,52.59781107343398,0.8882333996530732,126.38434727767874,0.15824408868358228,1.3716287560419749,0.14939851350233607
231,53.43600590746386,0.8852610217839141,126.54875277068876,0.16306174071177357,1.369233429663136,0.15596400187312578
232,54.2550989895279,0.8820185062956666,126.70186590449124,0.16595412867797257,1.3665881437753327,0.16008117349595666
233,55.07554622186081,0.873337455930842,126.86353573195092,0.17198280411956302,1.3642918778840085,0.1643494739973012
234,55.881163952058,0.8665594158353527,127.03492481110793,0.17996106311782775,1.3627324216386332,0.1689265936521855
235,56.690016942332626,0.8605524502029915,127.20279770639169,0.18820019043021935,1.3612364741070977,0.17310947434530352
236,57.49586944953019,0.8564377909506026,127.37367620199733,0.18635155578778898,1.3604768475166829,0.1690284471982389
237,58.28983896025501,0.8446147222419033,127.54112753725079,0.17827043978457716,1.3607014983621066,0.1611096740411179
238,59.07813199011895,0.8342329851273623,127.70459326049236,0.17730916007718414,1.361786776025763,0.16300267671769295
239,59.86623817525819,0.8229191313848628,127.87028221935176,0.1782845520877845,1.3640179229564657,0.1665350397714096
240,60.6460549238674,0.8150237543614085,128.02899970597863,0.17631898303330357,1.367651643305556,0.16716507808409176
241,61.43120605649212,0.8109140429961238,128.17716908592394,0.1710937609047222,1.372303249268186,0.16300976918913207
242,62.219175475325095,0.8086397862384241,128.33894895478528,0.1523589851824939,1.3792305550698711,0.14581958763470382
243,63.00761176592212,0.8087168077082436,128.48646181042764,0.16200394873020535,1.3880180785538365,0.15906378970321794
244,63.78752688020333,0.806235086511968,128.61748825415845,0.17492650498350767,1.3972025979117326,0.17295017802778137
245,64.56161246172678,0.8002634202730212,128.74565450146804,0.1892244087579985,1.4068602317779026,0.18403218065948385
246,65.30687834962485,0.7964556104869037,128.86554958738364,0.20455255861375202,1.4159684942686395,0.19195789879887337
247,66.05702927988814,0.7921610916083373,128.97318820503597,0.23332346952438626,1.4236736319949634,0.21409698087341228
248,66.79781260792876,0.7809957320211864,129.06920834413387,0.26522981208329066,1.4311895329125066,0.24481335662483092
249,67.54616366882883,0.7674985320553295,129.16157695685635,0.28036002499564033,1.43841480709483,0.2611020394308729
